Data;IdBuilding;IndividualAddress;GroupAddress;TelegramType;Value;ValueType;Description
2019-02-22 16:38:33.3882929;1;3.3.202;2/1/7;write      ;32.94115;%;C1/0/U101 Umidità
2019-02-22 16:38:53.4540856;1;3.1.201;2/0/5;write      ;23.28;C°;C1/0/M102 TEMP
2019-02-22 16:39:12.3871028;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 16:39:32.6185900;5;5.1.202;2/1/5;write      ;21.84;C°;C3/0/U306 Temperature
2019-02-22 16:39:37.0036235;1;3.2.202;2/0/0;write      ;497.92;ppm;C1/0/M101 CO2
2019-02-22 16:40:27.7139865;1;3.3.201;2/1/8;write      ;34.90194;%;C1/0/U105 Umidità
2019-02-22 16:40:42.5473135;5;5.0.12;2/2/1;write      ;-671.61;W;Produzione totale Fotovoltaico Palestra
2019-02-22 16:41:29.4220534;1;3.3.202;2/1/0;write      ;518.72;ppm;C1/0/U101 C02
2019-02-22 16:41:41.0408748;1;3.2.202;2/0/2;write      ;29.8039;%;C1/0/M101 Umidità
2019-02-22 16:42:03.5858504;1;3.1.201;2/0/3;write      ;35.68625;%;C1/0/M102 Umidità
2019-02-22 16:42:23.7972805;1;3.3.201;2/1/1;write      ;748.8;ppm;C1/0/U105 C02
2019-02-22 16:42:42.4212950;5;5.1.202;2/1/4;write      ;37.64703;%;C3/0/U306 Rel. humidity
2019-02-22 16:43:12.4543274;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 16:43:18.2668404;5;5.1.201;2/1/0;write      ;397.76;ppm;C3/0/U301 CO2
2019-02-22 16:43:42.4099966;5;5.1.202;2/1/4;write      ;37.64703;%;C3/0/U306 Rel. humidity
2019-02-22 16:43:45.9967791;1;3.2.202;2/0/4;write      ;24.68;C°;C1/0/M101 TEMP
2019-02-22 16:43:47.7196129;1;3.3.201;2/1/10;write      ;24.94;C°;C1/0/U105 Temperatura
2019-02-22 16:43:52.8297761;5;5.0.15;2/2/40;write      ;-431.35;W;Produzione totale Fotovoltaico Uffici
2019-02-22 16:46:23.5946916;1;3.3.202;2/1/9;write      ;24.68;C°;C1/0/U101 Temperatura
2019-02-22 16:46:37.1132250;5;5.1.201;2/1/1;write      ;36.86272;%;C3/0/U301 Rel. humidity
2019-02-22 16:46:42.3840495;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 16:47:12.1333305;5;5.1.201;2/1/2;write      ;22.96;C°;C3/0/U301 Temperature
2019-02-22 16:47:12.4187515;5;5.1.202;2/1/4;write      ;37.64703;%;C3/0/U306 Rel. humidity
2019-02-22 16:47:18.7705839;1;3.1.201;2/0/3;write      ;37.64703;%;C1/0/M102 Umidità
2019-02-22 16:47:29.6776705;1;3.1.201;2/0/1;write      ;633.92;ppm;C1/0/M102 CO2
2019-02-22 16:47:42.6634641;1;3.1.6;2/2/0;write      ;-4262.69;W;Produzione totale fotovoltaico
2019-02-22 16:47:44.8490478;1;3.3.202;2/1/0;write      ;377.92;ppm;C1/0/U101 C02
2019-02-22 16:48:12.3991341;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 16:48:21.4303105;5;5.0.10;2/2/0;write      ;115770;Wh;Consumo Palestra
2019-02-22 16:48:23.3145517;5;5.1.202;2/1/3;write      ;305.92;ppm;C3/0/U306 CO2 
2019-02-22 16:48:33.7823782;1;3.3.202;2/1/7;write      ;32.94115;%;C1/0/U101 Umidità
2019-02-22 16:48:53.8010686;1;3.1.201;2/0/5;write      ;23.28;C°;C1/0/M102 TEMP
2019-02-22 16:48:57.3912061;5;5.1.202;2/1/4;write      ;37.64703;%;C3/0/U306 Rel. humidity
2019-02-22 16:49:12.4202742;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 16:49:27.3966250;5;5.1.202;2/1/4;write      ;37.64703;%;C3/0/U306 Rel. humidity
2019-02-22 16:49:32.3339347;5;5.1.202;2/1/5;write      ;21.88;C°;C3/0/U306 Temperature
2019-02-22 16:49:36.9880340;1;3.2.202;2/0/0;write      ;496;ppm;C1/0/M101 CO2
2019-02-22 16:49:42.3746928;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 16:49:57.3989217;5;5.1.202;2/1/4;write      ;37.64703;%;C3/0/U306 Rel. humidity
2019-02-22 16:50:12.4028842;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 16:50:27.8267746;1;3.3.201;2/1/8;write      ;35.68625;%;C1/0/U105 Umidità
2019-02-22 16:50:42.1305120;5;5.0.12;2/2/1;write      ;-576.79;W;Produzione totale Fotovoltaico Palestra
2019-02-22 16:51:41.0276421;1;3.2.202;2/0/2;write      ;29.8039;%;C1/0/M101 Umidità
2019-02-22 16:52:23.8414727;1;3.3.201;2/1/1;write      ;651.84;ppm;C1/0/U105 C02
2019-02-22 16:53:18.2111999;5;5.1.201;2/1/0;write      ;387.84;ppm;C3/0/U301 CO2
2019-02-22 16:53:46.0047031;1;3.2.202;2/0/4;write      ;24.68;C°;C1/0/M101 TEMP
2019-02-22 16:53:47.8569395;1;3.3.201;2/1/10;write      ;24.96;C°;C1/0/U105 Temperatura
2019-02-22 16:53:52.4130853;5;5.0.15;2/2/40;write      ;-379.07;W;Produzione totale Fotovoltaico Uffici
2019-02-22 16:56:23.8719168;1;3.3.202;2/1/9;write      ;24.68;C°;C1/0/U101 Temperatura
2019-02-22 16:56:37.1121576;5;5.1.201;2/1/1;write      ;36.86272;%;C3/0/U301 Rel. humidity
2019-02-22 16:57:12.1226609;5;5.1.201;2/1/2;write      ;22.82;C°;C3/0/U301 Temperature
2019-02-22 16:57:19.0338113;1;3.1.201;2/0/3;write      ;37.64703;%;C1/0/M102 Umidità
2019-02-22 16:57:30.0344688;1;3.1.201;2/0/1;write      ;525.76;ppm;C1/0/M102 CO2
2019-02-22 16:57:42.2643580;1;3.1.6;2/2/0;write      ;-3813.11;W;Produzione totale fotovoltaico
2019-02-22 16:57:44.9189569;1;3.3.202;2/1/0;write      ;346.88;ppm;C1/0/U101 C02
2019-02-22 16:58:21.0111967;5;5.0.10;2/2/0;write      ;115770;Wh;Consumo Palestra
2019-02-22 16:58:23.2950545;5;5.1.202;2/1/3;write      ;309.92;ppm;C3/0/U306 CO2 
2019-02-22 16:58:33.9470676;1;3.3.202;2/1/7;write      ;32.94115;%;C1/0/U101 Umidità
2019-02-22 16:58:54.1974640;1;3.1.201;2/0/5;write      ;23.24;C°;C1/0/M102 TEMP
2019-02-22 16:59:32.2885515;5;5.1.202;2/1/5;write      ;21.66;C°;C3/0/U306 Temperature
2019-02-22 16:59:37.1486811;1;3.2.202;2/0/0;write      ;510.72;ppm;C1/0/M101 CO2
2019-02-22 17:00:12.2407471;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 17:00:28.1569577;1;3.3.201;2/1/8;write      ;35.68625;%;C1/0/U105 Umidità
2019-02-22 17:00:41.7754713;5;5.0.12;2/2/1;write      ;-536.35;W;Produzione totale Fotovoltaico Palestra
2019-02-22 17:01:41.0452688;1;3.2.202;2/0/2;write      ;29.8039;%;C1/0/M101 Umidità
2019-02-22 17:02:01.2586472;1;3.2.202;2/0/4;write      ;24.72;C°;C1/0/M101 TEMP
2019-02-22 17:02:24.2054375;1;3.3.201;2/1/1;write      ;651.84;ppm;C1/0/U105 C02
2019-02-22 17:03:18.1276555;5;5.1.201;2/1/0;write      ;387.84;ppm;C3/0/U301 CO2
2019-02-22 17:03:48.1867430;1;3.3.201;2/1/10;write      ;24.98;C°;C1/0/U105 Temperatura
2019-02-22 17:03:51.9958503;5;5.0.15;2/2/40;write      ;-344.03;W;Produzione totale Fotovoltaico Uffici
2019-02-22 17:06:24.1728504;1;3.3.202;2/1/9;write      ;24.66;C°;C1/0/U101 Temperatura
2019-02-22 17:06:37.1135139;5;5.1.201;2/1/1;write      ;36.86272;%;C3/0/U301 Rel. humidity
2019-02-22 17:07:12.0991910;5;5.1.201;2/1/2;write      ;22.68;C°;C3/0/U301 Temperature
2019-02-22 17:07:19.4702902;1;3.1.201;2/0/3;write      ;37.64703;%;C1/0/M102 Umidità
2019-02-22 17:07:30.4295549;1;3.1.201;2/0/1;write      ;510.72;ppm;C1/0/M102 CO2
2019-02-22 17:07:41.9495663;1;3.1.6;2/2/0;write      ;-3258.05;W;Produzione totale fotovoltaico
2019-02-22 17:07:45.2589487;1;3.3.202;2/1/0;write      ;322.88;ppm;C1/0/U101 C02
2019-02-22 17:08:20.5879197;5;5.0.10;2/2/0;write      ;115770;Wh;Consumo Palestra
2019-02-22 17:08:23.3946937;5;5.1.202;2/1/3;write      ;304;ppm;C3/0/U306 CO2 
2019-02-22 17:08:34.2949634;1;3.3.202;2/1/7;write      ;32.94115;%;C1/0/U101 Umidità
2019-02-22 17:08:54.4538061;1;3.1.201;2/0/5;write      ;23.26;C°;C1/0/M102 TEMP
2019-02-22 17:09:38.9123655;5;5.1.202;2/1/5;write      ;21.48;C°;C3/0/U306 Temperature
2019-02-22 17:10:12.2969508;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 17:10:28.3672826;1;3.3.201;2/1/8;write      ;35.68625;%;C1/0/U105 Umidità
2019-02-22 17:10:41.2959039;5;5.0.12;2/2/1;write      ;-430.27;W;Produzione totale Fotovoltaico Palestra
2019-02-22 17:11:41.0533606;1;3.2.202;2/0/2;write      ;29.8039;%;C1/0/M101 Umidità
2019-02-22 17:12:01.0555029;1;3.2.202;2/0/4;write      ;24.74;C°;C1/0/M101 TEMP
2019-02-22 17:12:24.3784895;1;3.3.201;2/1/1;write      ;649.92;ppm;C1/0/U105 C02
2019-02-22 17:13:18.2081399;5;5.1.201;2/1/0;write      ;379.84;ppm;C3/0/U301 CO2
2019-02-22 17:13:48.4207044;1;3.3.201;2/1/10;write      ;24.98;C°;C1/0/U105 Temperatura
2019-02-22 17:13:51.5728934;5;5.0.15;2/2/40;write      ;-264.06;W;Produzione totale Fotovoltaico Uffici
2019-02-22 17:15:00.8716205;1;3.1.201;2/0/1;write      ;480;ppm;C1/0/M102 CO2
2019-02-22 17:16:24.4571755;1;3.3.202;2/1/9;write      ;24.64;C°;C1/0/U101 Temperatura
2019-02-22 17:16:37.1231721;5;5.1.201;2/1/1;write      ;36.86272;%;C3/0/U301 Rel. humidity
2019-02-22 17:16:47.5624103;5;5.1.202;2/1/5;write      ;21.34;C°;C3/0/U306 Temperature
2019-02-22 17:17:12.0463842;5;5.1.201;2/1/2;write      ;22.58;C°;C3/0/U301 Temperature
2019-02-22 17:17:19.8874451;1;3.1.201;2/0/3;write      ;37.64703;%;C1/0/M102 Umidità
2019-02-22 17:17:41.4500114;1;3.1.6;2/2/0;write      ;-2249.86;W;Produzione totale fotovoltaico
2019-02-22 17:17:45.4960510;1;3.3.202;2/1/0;write      ;313.92;ppm;C1/0/U101 C02
2019-02-22 17:18:20.1627179;5;5.0.10;2/2/0;write      ;115770;Wh;Consumo Palestra
2019-02-22 17:18:23.3273068;5;5.1.202;2/1/3;write      ;302.88;ppm;C3/0/U306 CO2 
2019-02-22 17:18:34.5197091;1;3.3.202;2/1/7;write      ;32.94115;%;C1/0/U101 Umidità
2019-02-22 17:18:54.9075097;1;3.1.201;2/0/5;write      ;23.26;C°;C1/0/M102 TEMP
2019-02-22 17:19:37.0114600;1;3.2.202;2/0/0;write      ;504.96;ppm;C1/0/M101 CO2
2019-02-22 17:20:12.3531362;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 17:20:28.5212812;1;3.3.201;2/1/8;write      ;35.68625;%;C1/0/U105 Umidità
2019-02-22 17:20:40.8748883;5;5.0.12;2/2/1;write      ;-355.76;W;Produzione totale Fotovoltaico Palestra
2019-02-22 17:21:41.0481304;1;3.2.202;2/0/2;write      ;29.8039;%;C1/0/M101 Umidità
2019-02-22 17:22:01.0037068;1;3.2.202;2/0/4;write      ;24.78;C°;C1/0/M101 TEMP
2019-02-22 17:22:05.1005113;1;3.1.201;2/0/3;write      ;39.99997;%;C1/0/M102 Umidità
2019-02-22 17:22:20.1526765;1;3.1.201;2/0/3;write      ;37.64703;%;C1/0/M102 Umidità
2019-02-22 17:22:24.5180683;1;3.3.201;2/1/1;write      ;632.96;ppm;C1/0/U105 C02
2019-02-22 17:23:18.0009124;5;5.1.201;2/1/0;write      ;378.88;ppm;C3/0/U301 CO2
2019-02-22 17:23:48.5580319;1;3.3.201;2/1/10;write      ;24.98;C°;C1/0/U105 Temperatura
2019-02-22 17:23:51.1501774;5;5.0.15;2/2/40;write      ;-209.89;W;Produzione totale Fotovoltaico Uffici
2019-02-22 17:25:01.2588027;1;3.1.201;2/0/1;write      ;458.88;ppm;C1/0/M102 CO2
2019-02-22 17:26:24.6708362;1;3.3.202;2/1/9;write      ;24.7;C°;C1/0/U101 Temperatura
2019-02-22 17:26:37.0481893;5;5.1.201;2/1/1;write      ;36.86272;%;C3/0/U301 Rel. humidity
2019-02-22 17:26:47.3486498;5;5.1.202;2/1/5;write      ;21.22;C°;C3/0/U306 Temperature
2019-02-22 17:27:12.0773759;5;5.1.201;2/1/2;write      ;22.5;C°;C3/0/U301 Temperature
2019-02-22 17:27:41.0415498;1;3.1.6;2/2/0;write      ;-1121.24;W;Produzione totale fotovoltaico
2019-02-22 17:27:45.6609566;1;3.3.202;2/1/0;write      ;322.88;ppm;C1/0/U101 C02
2019-02-22 17:28:19.7355033;5;5.0.10;2/2/0;write      ;115770;Wh;Consumo Palestra
2019-02-22 17:28:23.4780829;5;5.1.202;2/1/3;write      ;300.96;ppm;C3/0/U306 CO2 
2019-02-22 17:28:34.6463408;1;3.3.202;2/1/7;write      ;32.94115;%;C1/0/U101 Umidità
2019-02-22 17:28:55.3132084;1;3.1.201;2/0/5;write      ;23.26;C°;C1/0/M102 TEMP
2019-02-22 17:29:36.9899380;1;3.2.202;2/0/0;write      ;517.76;ppm;C1/0/M101 CO2
2019-02-22 17:30:12.3539391;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 17:30:28.6146850;1;3.3.201;2/1/8;write      ;35.68625;%;C1/0/U105 Umidità
2019-02-22 17:30:40.4534716;5;5.0.12;2/2/1;write      ;-266.63;W;Produzione totale Fotovoltaico Palestra
2019-02-22 17:31:27.2829924;5;5.1.201;2/1/2;write      ;22.46;C°;C3/0/U301 Temperature
2019-02-22 17:31:40.9652299;1;3.2.202;2/0/2;write      ;29.8039;%;C1/0/M101 Umidità
2019-02-22 17:32:00.9927678;1;3.2.202;2/0/4;write      ;24.8;C°;C1/0/M101 TEMP
2019-02-22 17:32:20.3643151;1;3.1.201;2/0/3;write      ;37.64703;%;C1/0/M102 Umidità
2019-02-22 17:32:24.6410266;1;3.3.201;2/1/1;write      ;652.8;ppm;C1/0/U105 C02
2019-02-22 17:33:18.0189170;5;5.1.201;2/1/0;write      ;390.72;ppm;C3/0/U301 CO2
2019-02-22 17:33:48.6646134;1;3.3.201;2/1/10;write      ;25;C°;C1/0/U105 Temperatura
2019-02-22 17:33:50.7266292;5;5.0.15;2/2/40;write      ;-143.91;W;Produzione totale Fotovoltaico Uffici
2019-02-22 17:35:01.4710351;1;3.1.201;2/0/1;write      ;450.88;ppm;C1/0/M102 CO2
2019-02-22 17:36:24.7804751;1;3.3.202;2/1/9;write      ;24.74;C°;C1/0/U101 Temperatura
2019-02-22 17:36:36.9843631;5;5.1.201;2/1/1;write      ;36.86272;%;C3/0/U301 Rel. humidity
2019-02-22 17:36:47.3777495;5;5.1.202;2/1/5;write      ;21.1;C°;C3/0/U306 Temperature
2019-02-22 17:37:40.6294157;1;3.1.6;2/2/0;write      ;-540.65;W;Produzione totale fotovoltaico
2019-02-22 17:37:45.8885049;1;3.3.202;2/1/0;write      ;328.96;ppm;C1/0/U101 C02
2019-02-22 17:38:19.3086400;5;5.0.10;2/2/0;write      ;115770;Wh;Consumo Palestra
2019-02-22 17:38:23.4545814;5;5.1.202;2/1/3;write      ;298.88;ppm;C3/0/U306 CO2 
2019-02-22 17:38:34.7591913;1;3.3.202;2/1/7;write      ;32.94115;%;C1/0/U101 Umidità
2019-02-22 17:38:55.4274707;1;3.1.201;2/0/5;write      ;23.26;C°;C1/0/M102 TEMP
2019-02-22 17:39:36.9311092;1;3.2.202;2/0/0;write      ;469.76;ppm;C1/0/M101 CO2
2019-02-22 17:40:12.3630006;5;5.1.202;2/1/4;write      ;39.99997;%;C3/0/U306 Rel. humidity
2019-02-22 17:40:28.7455881;1;3.3.201;2/1/8;write      ;35.68625;%;C1/0/U105 Umidità
2019-02-22 17:40:40.0316864;5;5.0.12;2/2/1;write      ;-158.55;W;Produzione totale Fotovoltaico Palestra
2019-02-22 17:41:05.4662591;1;3.1.201;2/0/3;write      ;35.68625;%;C1/0/M102 Umidità
2019-02-22 17:41:27.0600984;5;5.1.201;2/1/2;write      ;22.42;C°;C3/0/U301 Temperature
2019-02-22 17:41:40.9132137;1;3.2.202;2/0/2;write      ;29.8039;%;C1/0/M101 Umidità
2019-02-22 17:42:00.9264889;1;3.2.202;2/0/4;write      ;24.72;C°;C1/0/M101 TEMP
2019-02-22 17:42:24.8943857;1;3.3.201;2/1/1;write      ;651.84;ppm;C1/0/U105 C02
2019-02-22 17:43:18.0342090;5;5.1.201;2/1/0;write      ;380.8;ppm;C3/0/U301 CO2
2019-02-22 17:43:48.7734750;1;3.3.201;2/1/10;write      ;25.04;C°;C1/0/U105 Temperatura
2019-02-22 17:43:50.3027440;5;5.0.15;2/2/40;write      ;-77.17;W;Produzione totale Fotovoltaico Uffici
2019-02-22 17:45:01.4680920;1;3.1.201;2/0/1;write      ;462.72;ppm;C1/0/M102 CO2
2019-02-22 17:46:24.9048145;1;3.3.202;2/1/9;write      ;24.76;C°;C1/0/U101 Temperatura
2019-02-22 17:46:37.0062235;5;5.1.201;2/1/1;write      ;36.86272;%;C3/0/U301 Rel. humidity
2019-02-22 17:46:47.3632931;5;5.1.202;2/1/5;write      ;21;C°;C3/0/U306 Temperature
2019-02-22 17:47:20.5239141;1;3.1.201;2/0/3;write      ;37.64703;%;C1/0/M102 Umidità
2019-02-22 17:47:40.2166071;1;3.1.6;2/2/0;write      ;-246.21;W;Produzione totale fotovoltaico